Vendor ID,Vendor,Count
1219,OATSystems ,4
1220,OAuth 2.0 ,4
1229,OfficeOne ,4
1281,Paessler AG ,4
1283,Panasonic ,4
1286,"PAR Excellence Systems, Inc. ",4
1289,"Paravel, Inc. ",4
1290,ParetoLogic ,4
1291,Parexel ,4
1312,PerkinElmer ,4
1331,Pierre Raybaut ,4
1381,QBS Software Limited ,4
1382,Qdabra Software ,4
1398,Railo Technologies GmbH ,4
1401,rauchg ,4
1423,Research Triangle Institute (RTI) International ,4
1430,RIAS Works ,4
1435,RKI Instruments ,4
1444,Rocket Software Inc. ,4
1446,Rocky Mountain Cancer Data Systems ,4
1450,Roland DGA Corporation ,4
1452,Rosetta Stone Inc. ,4
1457,Roy Rosenzweig Center for History and New Media ,4
1465,RubyGems.org ,4
1474,Saf-T-Pak Inc. ,4
1478,SalesforceEng ,4
1481,Samba ,4
1486,SaTScan ,4
1488,Savard Software ,4
1510,SEMOSS ,4
1518,ServiceNow ,4
1526,Shyam Pillai ,4
1531,SigmaZone ,4
1534,SimpleCaptcha ,4
1538,SirsiDynix ,4
1550,Snap Surveys ,4
1553,Society of Nuclear Medicine and Molecular Imaging ,4
1556,"Softouch Development, Inc ",4
1557,Software AG ,4
1585,SPlayer ,4
1588,SPOT Imaging Solutions ,4
1608,Statistical Solutions ,4
1619,Stimulsoft ,4
1630,Sun Nuclear Corporation ,4
1639,Syncsort ,4
1641,Syngene ,4
1642,Sysmex ,4
1652,"Tandem Diabetes Care, Inc. ",4
1655,TDi Technologies ,4
1674,TeX Users Group ,4
1699,Thought Technology Ltd ,4
1715,Totara Learning Inc ,4
1716,Touch Bionics Inc. ,4
1721,Transcender ,4
1722,Transonic ,4
1727,trentm (Trent Mick) ,4
1758,University Health Network ,4
1763,"University of Utah, Department of Epidemiology ",4
1780,Varnish Software ,4
1796,Veteran`s Health Administration ,4
1805,Vision Engravers ,4
1825,Vsevolod Strukchinsky ,4
1839,WaveMetrics Inc ,4
1841,"Web Wonderland, Inc ",4
1854,Western Psychological Services ,4
1857,WhiteSmoke ,4
1860,Widex ,4
1865,Willow Wood Inc. ,4
1868,WinguMD ,4
1891,XmlPull ,4
1906,Zap Technologies ,4
1909,Zenalux Biomedical ,4
1910,Zend Technologies ,4
9,Aardex Group ,3
13,Abbott Diabetes Care ,3
50,Ahmad Nassri ,3
71,Allaround Automations ,3
99,Andy Clark ,3
115,Apache XML Graphics Project ,3
163,Atom ,3
173,Automated Logic ,3
230,Blackmagic Design ,3
244,BrainLab ,3
246,"BrainTrain, Inc. ",3
295,Celgene ,3
312,Chris Umbel ,3
350,Competitive Edge Software ,3
521,Eindhoven University of Technology ,3
562,Eran Hammer ,3
590,Faithlife Corporation / Logos Bible Software ,3
599,"FedEx, Inc ",3
631,FreeSWITCH ,3
668,Gradkell Systems ,3
693,HarePoint Solutions ,3
730,Hristo Dachev ,3
817,iozone.org ,3
941,Kurzweil Education ,3
974,LMDInnovative ,3
1006,Mark Bao ,3
1023,Matt Sergeant ,3
1027,maxogden ,3
1053,Merrill Consultants ,3
1066,"Micro-Dyn Medical Systems, Inc. ",3
1077,mikolalysenko (Mikola Lysenko) ,3
1092,Mocha ,3
1162,NetSupport ,3
1166,Neurobehavioral Research Laboratory and Clinic (NRLC) ,3
1175,NewYu ,3
1197,Not applicable ,3
1263,OPM ,3
1264,Optical Diagnostics ,3
1279,P`unk Avenue ,3
1300,Paul Miller ,3
1343,"Pleiades Software Development, Inc. ",3
1406,RealNetworks ,3
1427,Revolution Analytics ,3
1441,Robin Barre ,3
1468,RVB Systems Group ,3
1548,SmithMicro Software ,3
1582,"SpeechGear, Inc ",3
1583,Speechvive ,3
1621,"Strategic Matching, Inc. ",3
1634,Swisslog ,3
1664,Telespial Systems Inc. ,3
1666,"Tenacity Operating, LLC. ",3
1687,The LimeSurvey Project ,3
1706,"TITUS, Inc ",3
1741,Twitter Inc. ,3
1771,VA Developed Class 2 or Class 3 Software ,3
1782,Vector Networks ,3
1786,Veracity Group Inc. ,3
1798,VideoLAN ,3
1804,Visilearn ,3
1835,Watchfire ,3
1852,Wes Todd ,3
1875,Wolfgang Ziegler ,3
1897,XTec ,3
1903,yWorks ,3
1914,ZEVA ,3
4,3dhistech ,2
28,Action Software ,2
29,"ActivePDF, Inc. ",2
34,Adaptiva ,2
35,ADAPTIVE MICRO SYSTEMS ,2
36,"ADINA R & D, Inc. ",2
37,ADInstruments ,2
40,Adxstudio CRM Portal Solutions ,2
43,"Affectiva, Inc. ",2
57,Aladdin Temp-Rite ,2
58,Alcatel-Lucent ,2
60,Alerton ,2
62,Alex Feinman ,2
63,Alex Guan ,2
64,Alexander Shtuchkin ,2
65,Alexandru Marasteanu ,2
66,Alexej Hirsch ,2
68,Alfred Bolliger ,2
77,"Altima Technologies, Inc. ",2
84,AMD Global Telemedicine ,2
87,American Messaging ,2
88,"American Printing House for the Blind, Inc. ",2
90,"Amfit, Inc. ",2
92,Amulet Hotkey ,2
94,Analytical Software ,2
96,Andrew Kelley ,2
97,Andrew Rowls ,2
98,Andrew Stevens ,2
100,Andy Perlitch ,2
105,"ANSYS, Inc. ",2
107,ANX ,2
109,AnyMeeting ,2
111,AP Style Book ,2
114,Apache Commons ,2
127,Appspace ,2
132,Arcserve ,2
140,Artificial Intelligence In Medicine Inc. ,2
141,Artur Adib ,2
142,ARxIUM ,2
150,Astera ,2
153,Asyncly ,2
165,"Atricore, Inc. ",2
168,a-tune software AG ,2
174,AutomationDirect ,2
175,Autonomy ,2
181,Avigilon ,2
185,AxioWorks ,2
186,Axis Communications ,2
194,Bart Lagerweij ,2
201,Bela Ban ,2
203,Belldev Medical ,2
211,Big Bang LLC ,2
215,Biogazelle ,2
216,Biomatters Limited ,2
217,bioMerieux ,2
227,Blackbaud Inc. ,2
231,Blatchford Inc ,2
232,Blue Jeans Network ,2
235,BLULab ,2
238,Bohemian Coding ,2
242,Brain Innovation ,2
245,BrainMaster Technologies ,2
249,Brightspace ,2
256,Brother International ,2
258,BTS Bioengineering ,2
259,Buanzo (Arturo Busleiman) ,2
265,BVRP Software ,2
266,ByLight Technical Services ,2
272,Calvin Metcalf ,2
277,Caolan McMahon ,2
280,"Capsule Tech, Inc ",2
293,Cedrus ,2
294,ceejbot ,2
304,Charlie Robbins ,2
306,Chart.js ,2
309,Chicago-Soft Ltd ,2
310,Chris Gross ,2
313,chrisa ,2
315,Chronicle Graphics ,2
326,Clinical Outcomes Research Initiative ,2
329,Clorox ,2
330,Cloud Cruiser ,2
331,Cloudbees ,2
333,COBOL-IT ,2
336,Codan Radio ,2
341,Codonics ,2
342,CoffeeScript ,2
345,Colortrac ,2
347,Comfort Software Group ,2
352,Components4Developers ,2
354,"Computer Management Sciences, Inc. ",2
355,"Computer Projects of Illinois, Inc. ",2
360,Concurrent Technologies Corporation ,2
362,ConexSys Inc. ,2
368,Continuum Analytics ,2
372,Corel Corporation ,2
373,C-Pen ,2
374,CPSI ,2
377,"Creative Signage Systems, Inc. ",2
382,Crypto Workshop ,2
383,crypto-utils ,2
391,CYGWIN ,2
394,"Dacima Software, Inc ",2
395,Daktronics ,2
398,Dan DeFelippi ,2
407,Datakey ,2
412,Dave Barfield ,2
414,Dave Reid ,2
422,Decimal ,2
424,Deema Yvanow ,2
426,Defense Spectrum Organization (DSO) ,2
429,DeLorme ,2
430,Delphix ,2
431,Deltek ,2
432,"Denis Kozlov, Furious Technologies Ltd. ",2
436,"Department of Veterans Affairs, OIT Product Development ",2
440,Design Science ,2
442,DeviantArt ,2
444,Devolutions ,2
445,Dexa Solutions ,2
448,DHS Worldwide ,2
451,DIAPedia ,2
452,Diasend ,2
453,Dickson ,2
457,Digital Solutions ,2
464,Discover Technologies ,2
469,Dmitry Chestnykh ,2
472,DNN Corp. ,2
478,DokuWiki ,2
480,Dolphin Computer Access Ltd. ,2
488,Douglas Crockford ,2
498,Druva ,2
504,DynaTouch ,2
513,Education Management Solutions ,2
519,Einar Otto Stanqvik ,2
520,einaros ,2
526,Elekta ,2
527,Elite Software ,2
529,Elliottte Rusty Harold ,2
531,ELMO USA Corp. ,2
537,"EMDAT, Inc ",2
541,"Empatica, Inc. ",2
544,emsCharts ,2
547,"ENERCALC, INC ",2
553,Eonasdan ,2
561,Eracent ,2
563,Esa-Matti Suuronen ,2
566,ESO Solutions ,2
569,EtherPadOrg ,2
573,EverMind ,2
575,Evidence Partners ,2
577,Exacq Technologies ,2
579,Excel Medical Electronics ,2
585,Extensis ,2
600,Fedor Indutny ,2
605,FileHelpers ,2
619,fo-dicom contributors ,2
622,FormData ,2
623,FORMVERSE ,2
625,Franz Enzenhofer ,2
626,Frederick Howard ,2
629,FreeMake ,2
643,GenDx ,2
645,General Dynamics ,2
650,Gerber Scientific Products ,2
653,GFI Software ,2
657,Github ,2
664,"Golden Helix, Inc ",2
670,Graham Bates (gigabates) ,2
673,"Gravis, Inc. ",2
678,GridPro ,2
680,"Griffith, Ballard & Company ",2
681,Groundwork Open Source ,2
685,GuardianEdge Technologies ,2
687,Gulp ,2
690,Hands Down Software ,2
695,Hartgen Consultancy ,2
698,Hazelcast ,2
702,Healthline Information Systems ,2
705,Heather Arthur ,2
707,Helicon Tech ,2
709,Helmet ,2
711,Henrik Joreteg ,2
713,Hex-Rays SA ,2
721,Holladay Consulting ,2
724,"Honeywell Analytics, Inc. ",2
732,Hudson CI Server ,2
766,Indexzero ,2
767,Indiana University School of Informatics and Computing ,2
768,"Indus Systems, Inc. ",2
770,"Inflexxion, Inc. ",2
773,InfoRad ,2
781,Infragistics ,2
787,Innovision Incorporated ,2
801,Interactive Performance Technologies (IPT) ,2
805,Intergral ,2
809,Internet Testing Systems ,2
813,InterWorks ,2
815,Invotech ,2
833,Ivan Sagalaev ,2
834,Ivan Zahariev ,2
843,James Agnew ,2
846,James Hall ,2
849,James Perkins ,2
850,James Talmage ,2
855,Jason Hunter and Rolf Lear ,2
856,Jason T. Greene ,2
858,Java ,2
860,Javacool Software ,2
862,Jaxen ,2
863,JaxME ,2
866,"JCraft, Inc. ",2
869,Jenoptik AG ,2
871,Jeroen Frijters ,2
874,Jibestream ,2
877,Joaquim Serafim ,2
879,Joe Walnes ,2
880,John E. Myers ,2
881,Johnson Controls ,2
883,Jonathan Ong ,2
891,JS Command Line Utilities ,2
896,JSSOR ,2
899,juliangruber ,2
904,Justin Russell ,2
912,Kasper B. Graversen ,2
914,KaVoom Software Inc. ,2
915,keerthik ,2
918,Kevin Decker ,2
921,KEYper Systems ,2
924,KingswaySoft ,2
928,KiXtart ,2
933,Konica Minolta ,2
934,"KontactIntelligence, Inc. ",2
937,Kris Kowal ,2
938,Kris Zyp ,2
945,Lancet ,2
962,LifeFirst OneTouch ,2
966,Linus Unneback ,2
970,LiveCode Ltd ,2
972,LizardSystems ,2
977,Login VSI ,2
980,LPIT Solutions ,2
983,Lucee Association Switzerland ,2
986,Lumenera Corporation ,2
997,Malwarebytes ,2
1000,ManagerPlus ,2
1001,Manuel Stofer ,2
1002,Marak ,2
1003,Mario Kozjak ,2
1009,Mark Vayngrib ,2
1012,Marquis Broadcast ,2
1013,Martin Gontovnikas ,2
1014,Mashape ,2
1017,Materialise ,2
1019,Mathias Bynens ,2
1020,Mathieu Turcotte ,2
1022,Matt Scott ,2
1025,"Mature Solutions, Inc. ",2
1031,MeadCO ,2
1039,Medicalis Corporation ,2
1051,MercadoLibre ,2
1060,Michael Dehaan ,2
1064,"Microchip Technologies, Inc. ",2
1065,MicroDicom  ,2
1075,Mihai Bazon ,2
1078,Millisecond Software ,2
1091,Mobius Medical ,2
1097,mokesmokes (Mark Mokryn) ,2
1099,Monarch Instrument ,2
1103,moonpyk ,2
1104,Morgan Scientific ,2
1105,Mortara Instrument ,2
1106,"Motion Analysis Corporation, MusculoGraphics, Inc. ",2
1114,Multitone ,2
1117,MVEL ,2
1121,Myers InfoSys ,2
1122,MZTools Software ,2
1129,National Institues of Health - US National Laboratory of Medicine ,2
1143,"N-CORE Systems, Inc. ",2
1145,NCR ,2
1159,Netplex ,2
1165,NeuLog ,2
1169,Nevrona Designs ,2
1170,New Atlanta ,2
1171,New England Survey Systems ,2
1172,New York State Department of Health ,2
1188,NLog ,2
1189,No Nonsense ,2
1191,Nobel Biocare ,2
1192,Node.js Foundation ,2
1196,Normalize.Io ,2
1200,Nova Metrix LLC ,2
1211,Nuno Job ,2
1214,NV Access ,2
1215,NW.js ,2
1216,NXP Semiconductors ,2
1221,Objectivity ,2
1223,Objenesis ,2
1225,"Occupational Health Systems, Inc ",2
1228,Office Timeline ,2
1232,Olerup ,2
1233,Oliver Nightingale ,2
1244,"Oncology Data Systems, Inc. ",2
1245,Onenotegem ,2
1246,OnSite Software ,2
1247,Ontotext ,2
1250,Open Health Natural Language Processing Consortium (OHNLP) ,2
1254,"Open Software Technologies, Inc. ",2
1266,Optimal Solutions ,2
1267,Optimal Workshop ,2
1268,Option Technologies ,2
1293,"Parks Medical Electronics, Inc ",2
1295,PassMark ,2
1298,Paul Hammant ,2
1299,Paul Kelly ,2
1304,Pejobo ,2
1309,Pentalogic Technology Ltd ,2
1310,PENTAX Medical ,2
1314,Peter Rottmann ,2
1316,Pexip ,2
1318,Phatware Corporation ,2
1319,Philip Helger ,2
1320,Philip Laureano ,2
1323,PhiTools ,2
1324,Phoenix Scale Company ,2
1325,Phoenix Software ,2
1329,Physio-Control ,2
1332,Piney Mountain Press ,2
1333,Pipkins Inc. ,2
1338,PixelMed Publishing ,2
1345,Plexus ,2
1350,porkfat ,2
1353,Powervar ,2
1357,Presentation Assistant ,2
1365,Promethian World ,2
1367,Prompter People ,2
1372,"PROXY Networks, Inc ",2
1386,QMATIC Inc. ,2
1387,Qomo HiteVision LLC ,2
1393,Quest Diagnostics ,2
1394,QuintanaSoft ,2
1402,Rauland-Borg ,2
1404,raymorgan2 ,2
1417,Renal Services Exchange ,2
1418,Renesan Software ,2
1420,ReQlogic Inc ,2
1426,restify ,2
1440,Robert Mustacchi ,2
1447,Rod Vagg ,2
1449,Rogue Research ,2
1451,Roman Shtylman ,2
1453,"Ross Video, Ltd. ",2
1458,RSD ,2
1459,RSI ,2
1462,RSSOwl ,2
1472,SafeNet ,2
1473,Safer-Networking Ltd. ,2
1475,SAGE ,2
1480,Sam Pullara ,2
1492,Scala ,2
1496,"ScienceTRAX, LLC. ",2
1499,SCLogic ,2
1506,Sean McArthur ,2
1507,Securelink ,2
1512,sendanor ,2
1513,Sennheiser ,2
1515,SensiTech ,2
1516,Sentech America ,2
1522,Shavlik ,2
1523,Shimadzu ,2
1524,shinnn ,2
1533,Simon Lydell ,2
1549,Smiths Medical ,2
1558,Software Diversified Services (SDS) ,2
1559,Software Ok Inc ,2
1561,Solibri ,2
1562,Solid Oak Software ,2
1563,Somatic Vision ,2
1567,Sonic Solutions ,2
1569,Sony Corporation ,2
1592,"SQL Sentry, LLC ",2
1593,SQL Tools ,2
1598,"Stanford Medicine, Systems Neuroscience and Pain Lab (SNAPL) ",2
1599,Stanford Natural Language Processing Group ,2
1601,Stanley Healthcare ,2
1611,"Steelcase, Inc. ",2
1613,Stefan Penner ,2
1614,Stefan Thomas ,2
1617,Steve Waldman ,2
1618,StewartAtkins ,2
1620,Stoelting Co. ,2
1623,"Stratus Video, LLC ",2
1626,Stryker ,2
1628,substack (James Halliday) ,2
1638,Synchro Software LTD ,2
1640,Synergy Software ,2
1644,"Systems Technology, Inc. ",2
1657,TechMed3D ,2
1663,"Telescript West, Inc. ",2
1667,TeraRecon ,2
1672,Tetronik ,2
1678,The Cloud Programmability Group at Microsoft ,2
1679,"The Computer Support Group, Inc ",2
1682,The Grails Project ,2
1688,The Nutrition Company ,2
1691,The Reactive Extensions for JavaScript ,2
1696,Thomas Heymann ,2
1704,Tim Oxley ,2
1711,Tony Tomov ,2
1717,Tracker Software ,2
1719,TRADEPAQ ,2
1720,Trane ,2
1723,"Travis CI, GmbH ",2
1725,Trend Micro ,2
1726,TRENDnet ,2
1729,"Trillium Technology, Inc. ",2
1733,"Trisys, Inc. ",2
1738,Tsung ,2
1742,Tyco Fire Protection Products ,2
1743,Tyler Technologies ,2
1747,Ultrasis UK Ltd ,2
1751,Unique Communications ,2
1752,United States Department of Defense ,2
1753,United States Department of Energy ,2
1762,"University of Utah, Department of Biomedical Informatics ",2
1767,Uplogix Inc. ,2
1770,UXPin ,2
1772,VA Office of Research & Development ,2
1774,Valentin Vasilyev ,2
1775,Vanderbilt Biomedical Language Processing Lab ,2
1784,Veeder-Root ,2
1785,"Ventana Systems, Inc. ",2
1794,"Versus Technology, Inc. ",2
1795,Veteran`s Benefits Administration ,2
1802,Virtual Corporation ,2
1807,visionmedia ,2
1809,VisioPharm ,2
1810,Vista Medical LTD. ,2
1813,VitalSmarts ,2
1814,Vitec ,2
1815,Vitech ,2
1817,Vizerra LLC ,2
1820,Vocera ,2
1822,Volcano Corporation ,2
1831,Waratek ,2
1832,"WardManager, Inc. ",2
1836,Waters ,2
1847,Wei Fanzhe ,2
1850,werk85 ,2
1851,Werner Schweer ,2
1866,"Wilson WindowWare, Inc. ",2
1867,WinEdt ,2
1871,WinSteps ,2
1872,winstonjs ,2
1879,WooThemes ,2
1881,Worms David ,2
1882,"Wowza Media Systems, LLC ",2
1884,Wulfsoft ,2
1898,Yahoo! ,2
1901,Yes Software ,2
1907,Zeacom ,2
1912,ZeroMQ ,2
1915,Zhiye Li ,2
1916,Zihua Li ,2
55,Akamai ,1
202,Belarc ,1
344,Colin Harrison ,1
438,Desaware ,1
460,Digitalweb ,1
506,Earth Networks ,1
803,Intercon ,1
907,KaDonk ,1
930,Kodak ,1
949,Lavasoft ,1
994,MagicISO ,1
1107,"Motorola Solutions, Inc. ",1
1119,MXI Security ,1
1163,Network Automation ,1
1317,pgAdmin ,1
1349,Polycom ,1
1408,RealVNC ,1
1508,Security Innovation ,1
1555,Softland ,1
1568,SonicWALL ,1
1578,Southwest Airlines ,1
1591,Spyrus ,1
1606,Statcon ,1
1656,TeamViewer Inc. ,1
1812,VisualMED ,1
